125.59,126.4,124.97,125.85,7552845,128.96,129.1,126.12,126.655,192541500,245.39,245.39,240.56,242.13,4088144,119.14,119.8837,118.27,119.08,28954764,215.15,216.85,213.82,215.08,7929060,173.6,175.843,172.28,172.89,21172084,222.05,223.464,218.61,219.75,19092764.0
126.08,126.09,124.91,125.55,3787962.0,128.9,129.58,128.045,128.7,94359810.0,245.0,245.93,243.0,244.43,2983609.0,121.26,121.45,119.58,119.67,11618001.0,215.39,215.785,213.53,214.25,2558810.0,173.815,174.84,171.96,173.55,9004574.0,227.24,228.49,220.53,221.24,17465600.0
125.93,126.5728,125.286,125.55,4530096.0,127.41,128.37,126.56,127.81,98208590.0,243.56,243.9,241.12,243.77,2400910.0,120.3,121.08,119.86,120.67,11169364.0,214.88,217.51,213.66,213.8,2681984.0,173.99,174.85,171.6226,173.12,11105791.0,229.33,232.37,225.2959,225.87,17858394.0
124.39,125.93,123.44,125.93,4359601.0,124.34,127.9,124.13,127.88,157572260.0,239.5,243.61,237.19,242.43,2348775.0,119.29,120.9,118.62,120.32,12591419.0,213.22,216.21,212.7392,214.86,3799294.0,170.49,174.4699,167.8201,173.94,18817184.0,230.0,232.5,224.36,229.5,19013192.0
125.32,126.2435,123.47,123.53,5050023.0,122.6,123.35,121.54,121.78,79075980.0,243.28,243.5,237.39,237.79,1927781.0,121.335,121.42,118.105,118.3,12112352.0,210.73,214.74,210.21,211.92,4744960.0,173.8,177.3,168.81,169.3,30939390.0,235.0,237.63,228.37,228.62,19231240.0
124.08,125.51,123.61,124.27,4481416.0,122.43,122.76,120.55,122.41,86939784.0,240.81,241.2,237.1,239.99,2077419.0,118.94,120.02,118.37,119.56,9981643.0,207.47,208.94,206.73,207.76,2770817.0,169.675,179.45,165.33,175.72,87410700.0,232.82,236.22,228.33,230.33,17311800.0
126.35,126.93,124.94,124.96,4803172.0,120.5,123.87,120.15,123.24,81312170.0,240.0,245.1799,239.5138,244.4,2541804.0,119.99,120.7781,119.56,120.27,13668420.0,208.5,208.76,207.07,208.04,2956368.0,153.32,155.34,152.5,154.69,8993216.0,228.1,237.01,228.02,234.43,16185032.0
125.8,127.69,125.7,126.79,6513517.0,124.53,125.95,121.0,121.78,115089190.0,240.0,245.36,239.53,242.82,3552254.0,123.17,123.3,120.44,121.05,13073933.0,209.49,209.5271,207.33,208.69,3011056.0,156.29,157.46,153.89,154.43,10804340.0,238.64,240.84,228.28,232.06,19043596.0
125.32,126.33,124.64,125.71,5395024.0,124.37,124.98,123.09,124.38,82225510.0,237.01,239.19,236.58,238.84,1371782.0,121.04,122.33,120.76,122.0,9592124.0,206.55,209.1,206.41,208.39,2709447.0,152.42,154.88,152.2505,153.72,7900575.0,238.7,241.7,234.46,236.57,19682032.0
126.49,126.97,124.57,124.7,8318500.0,122.31,124.57,122.25,123.75,86711990.0,238.54,239.85,235.45,238.45,1788559.0,121.15,122.17,120.21,121.88,9724307.0,208.53,209.11,206.19,208.89,3826001.0,153.18,153.88,152.26,153.68,6815460.0,238.5,244.08,237.11,238.17,33246664.0
123.97,127.38,123.64,127.2,5522760.0,122.6,122.8608,121.52,122.25,78260424.0,237.7,239.75,236.95,239.58,2373011.0,122.48,123.29,121.6901,122.34,13583654.0,211.6,213.38,210.1,210.74,3151060.0,153.69,154.68,152.81,154.14,6033271.0,236.36,238.1799,230.25,232.71,29378368.0
124.16,124.86,123.29,123.61,4548161.0,123.52,123.78,122.21,122.94,78967630.0,237.29,238.85,234.64,235.47,2142890.0,121.85,121.885,120.36,121.24,12904414.0,210.94,213.23,210.5581,211.51,3732543.0,153.45,154.4399,152.13,153.24,9063241.0,228.3,242.0,226.53,237.2,45945140.0
122.85,124.64,122.41,124.62,3690737.0,122.02,123.37,120.89,123.08,89004190.0,232.08,238.13,231.5822,237.65,2136313.0,119.7,122.31,119.27,122.04,10811255.0,214.0,214.4,209.13,210.86,6223661.0,149.49,154.01,148.34,153.61,10601879.0,213.01,224.99,210.3,223.85,25912264.0
